movie,runtime_minutes,genres,averagerating,numvotes,production_budget,domestic_gross,worldwide_gross,net_revenue,ROI%
Inherent Vice,148.0,"Comedy,Crime,Drama",6.7,83346,20000000,8110975,14772346,-5227654,-0.2613827
The Perfect Guy,100.0,"Crime,Drama,Horror",5.6,8998,18000000,57027435,60278166,42278166,2.348787
Trash,114.0,"Adventure,Crime,Drama",7.2,18690,12000000,17484,6553186,-5446814,-0.4539011666666667
The Accountant,128.0,"Action,Crime,Drama",7.3,233022,40000000,86260045,152962083,112962083,2.824052075
Wild Card,92.0,"Action,Crime,Drama",5.6,46463,30000000,3200,4315789,-25684211,-0.8561403666666667
Blue Ruin,90.0,"Crime,Drama,Thriller",7.1,58811,420000,258384,437002,17002,0.04048095238095238
John Wick,101.0,"Action,Crime,Thriller",7.4,449942,30000000,43037835,76235001,46235001,1.5411667
The Transporter Refueled,96.0,"Action,Adventure,Crime",5.2,36201,22000000,16029670,69698495,47698495,2.168113409090909
Marshall,118.0,"Biography,Crime,Drama",7.2,14419,12000000,10051659,10116816,-1883184,-0.156932
Trance,101.0,"Crime,Drama,Mystery",6.9,104951,16000000,2322593,22594052,6594052,0.41212825
The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337,50000000,36261763,59596747,9596747,0.19193494
The Sisters Brothers,122.0,"Adventure,Comedy,Crime",7.0,32135,38000000,3143056,13143056,-24856944,-0.6541301052631578
Sin City: A Dame to Kill For,102.0,"Crime,Thriller",6.5,140666,65000000,13757804,40650842,-24349158,-0.3746024307692308
Dylan Dog: Dead of Night,107.0,"Action,Comedy,Crime",5.1,14120,20000000,1186538,6093725,-13906275,-0.69531375
Widows,129.0,"Crime,Drama,Thriller",7.0,61615,40000000,42402632,73866088,33866088,0.8466522
The Losers,97.0,"Action,Adventure,Crime",6.4,83876,25000000,23591432,29863840,4863840,0.1945536
The Mule,103.0,"Comedy,Crime,Drama",6.3,5788,50000000,103804407,170857676,120857676,2.41715352
The Mule,116.0,"Crime,Drama,Thriller",7.1,58955,50000000,103804407,170857676,120857676,2.41715352
Money Monster,98.0,"Crime,Drama,Thriller",6.5,86607,27000000,41012075,93466095,66466095,2.461707222222222
Takers,107.0,"Action,Crime,Thriller",6.2,53377,32000000,57744720,70587268,38587268,1.205852125
Conviction,107.0,"Biography,Crime,Drama",7.2,39771,12500000,6797696,11826980,-673020,-0.0538416
Gotti,112.0,"Biography,Crime,Drama",4.8,10358,10000000,4286367,6089100,-3910900,-0.39109
We're the Millers,110.0,"Comedy,Crime",7.0,371759,37000000,150394119,267816276,230816276,6.23827772972973
The Hurricane Heist,103.0,"Action,Adventure,Crime",5.1,15326,40000000,6115824,30963684,-9036316,-0.2259079
Bright,117.0,"Action,Crime,Fantasy",6.4,147834,90000000,0,0,-90000000,-1.0
Cold Pursuit,119.0,"Action,Crime,Drama",6.2,27648,60000000,32138862,62599159,2599159,0.04331931666666667
RED 2,116.0,"Action,Comedy,Crime",6.6,148846,84000000,53262560,141507355,57507355,0.6846113690476191
Blackhat,133.0,"Action,Crime,Thriller",5.4,48427,70000000,8005980,19665004,-50334996,-0.7190713714285715
Highway,133.0,"Crime,Drama,Romance",7.7,23434,2000000,0,0,-2000000,-1.0
I Am Wrath,92.0,"Action,Crime,Drama",5.4,11198,18000000,0,309608,-17690392,-0.9827995555555555
The Sweeney,112.0,"Action,Crime,Drama",6.1,18095,4500000,26345,8000366,3500366,0.7778591111111111
Edge of Darkness,117.0,"Crime,Drama,Mystery",6.6,84753,60000000,43313890,82812456,22812456,0.3802076
Killer Elite,116.0,"Action,Crime,Thriller",6.5,117711,70000000,25124986,65409046,-4590954,-0.06558505714285714
The Girl with the Dragon Tattoo,158.0,"Crime,Drama,Mystery",7.8,387580,90000000,102515793,239373970,149373970,1.6597107777777778
Trespass,91.0,"Crime,Drama,Thriller",5.3,39404,35000000,16816,786532,-34213468,-0.9775276571428572
Criminal Activities,94.0,"Crime,Drama,Thriller",5.8,7739,7000000,0,386744,-6613256,-0.9447508571428571
White Boy Rick,111.0,"Crime,Drama",6.4,16255,30000000,24004833,25947983,-4052017,-0.13506723333333334
Unfriended: Dark Web,92.0,"Crime,Horror,Mystery",5.9,13822,1000000,8866745,16434588,15434588,15.434588
Ca$h,108.0,"Crime,Thriller",6.0,8605,13700000,0,11738256,-1961744,-0.14319299270072994
Contraband,109.0,"Action,Crime,Drama",6.5,111709,25000000,66528000,98406855,73406855,2.9362742
The Son of No One,90.0,"Action,Crime,Drama",5.1,15743,15000000,30680,1148578,-13851422,-0.9234281333333333
The Guard,96.0,"Comedy,Crime,Thriller",7.3,75183,6000000,5359774,21197454,15197454,2.532909
The Call,94.0,"Crime,Drama,Horror",6.7,103780,12800000,51872378,69821476,57021476,4.4548028125
Misconduct,106.0,"Crime,Drama,Mystery",5.3,13550,11000000,0,2352511,-8647489,-0.7861353636363636
Escobar: Paradise Lost,120.0,"Crime,Drama,History",6.5,19419,17000000,195792,3917679,-13082321,-0.769548294117647
The Conspirator,122.0,"Crime,Drama,History",6.9,26416,25000000,11538204,15907411,-9092589,-0.36370356
Brighton Rock,111.0,"Crime,Drama,Thriller",5.7,5784,11000000,229653,229653,-10770347,-0.9791224545454545
Prisoners,153.0,"Crime,Drama,Mystery",8.1,526273,46000000,61002302,113402302,67402302,1.4652674347826087
Hesher,106.0,"Comedy,Crime,Drama",7.0,48483,7000000,382946,382946,-6617054,-0.9452934285714286
The Paperboy,107.0,"Crime,Drama,Mystery",5.8,33940,12500000,677200,4027663,-8472337,-0.67778696
Machine Gun Preacher,129.0,"Action,Biography,Crime",6.8,60074,30000000,538690,3721988,-26278012,-0.8759337333333334
Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,553156,75000000,117723989,342769200,267769200,3.570256
The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,15000000,21403519,47011449,32011449,2.1340966
Pain & Gain,129.0,"Action,Comedy,Crime",6.4,187820,26000000,49875291,81275291,55275291,2.125972730769231
Spring Breakers,94.0,"Comedy,Crime,Drama",5.3,126504,5000000,14124286,31149251,26149251,5.2298502
Collide,99.0,"Action,Crime,Thriller",5.7,13288,29200000,2280004,5466698,-23733302,-0.8127843150684931
Going in Style,96.0,"Comedy,Crime",6.6,66418,24000000,45018541,78672579,54672579,2.278024125
Criminal,113.0,"Action,Crime,Drama",6.3,51666,31500000,14708696,38771262,7271262,0.23083371428571428
Survivor,96.0,"Action,Crime,Thriller",5.6,28614,20000000,0,1703281,-18296719,-0.91483595
The Equalizer,132.0,"Action,Crime,Thriller",7.2,302302,55000000,101530738,192903624,137903624,2.507338618181818
The Rover,103.0,"Action,Crime,Drama",6.4,40576,8500000,1109199,3180252,-5319748,-0.625852705882353
The Act of Killing,117.0,"Crime,Documentary",8.2,31115,1000000,486919,1227316,227316,0.227316
A Most Violent Year,125.0,"Crime,Drama,Thriller",7.0,60165,20000000,5749134,8846875,-11153125,-0.55765625
The Hateful Eight,168.0,"Crime,Drama,Mystery",7.8,434966,62000000,54117416,147864886,85864886,1.3849175161290324
