id_x,movie,production_budget,domestic_gross,worldwide_gross,total_gross,net_revenue,original_language,popularity,release_date_y,vote_average,vote_count,start_year,runtime_minutes,genres,imdb_averagerating,imdb_numvotes
83,The Covenant,20000000,23364784,38164784,61529568,41529568,en,2.733,2017-02-07,4.4,14,2013,99.0,Musical,6.2,5
84,Monte Carlo,20000000,23186769,39686769,62873538,42873538,en,11.017,2011-07-01,6.2,1193,2011,109.0,"Adventure,Comedy,Family",5.8,38731
87,Rough Night,20000000,22105643,46844357,68950000,48950000,en,14.338,2017-06-16,5.6,1096,2017,101.0,"Comedy,Crime,Thriller",5.2,39447
92,Vampires,20000000,20268825,20268825,40537650,20537650,en,0.6,2010-08-08,6.0,1,2010,88.0,"Comedy,Fantasy,Horror",6.2,851
94,Secret in Their Eyes,20000000,20180155,32608019,52788174,32788174,en,6.892,2015-11-20,6.3,696,2015,111.0,"Crime,Drama,Mystery",6.3,37455
99,Under the Rainbow,20000000,18826490,18826490,37652980,17652980,en,3.705,2014-06-27,5.5,42,2013,112.0,"Comedy,Drama,Romance",5.9,1174
22,Lockout,20000000,14326865,33943049,48269914,28269914,en,11.273,2012-04-13,5.9,1004,2012,95.0,"Action,Sci-Fi,Thriller",6.1,89554
24,What's Your Number?,20000000,14011084,30163785,44174869,24174869,en,10.391,2011-09-30,6.4,1271,2011,106.0,"Comedy,Romance",6.1,67922
27,Burnt,20000000,13651946,36773510,50425456,30425456,en,12.761,2015-10-23,6.4,1841,2015,101.0,"Comedy,Drama",6.6,95988
33,Triple 9,20000000,12639297,25943792,38583089,18583089,en,13.334,2016-02-26,5.8,1258,2016,115.0,"Crime,Thriller",6.3,60369
34,The Light Between Oceans,20000000,12545979,22281732,34827711,14827711,en,29.887,2016-09-02,7.1,831,2016,133.0,"Drama,Romance",7.2,46247
38,Let Me In,20000000,12134935,28270399,40405334,20405334,en,9.716,2010-10-01,6.7,1061,2010,116.0,"Drama,Fantasy,Horror",7.1,107012
47,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,19033250,-966750,en,11.844,2016-06-03,6.6,675,2016,87.0,"Comedy,Music",6.7,47278
48,Thank You for Your Service,20000000,9479390,9985316,19464706,-535294,en,0.6,2016-09-16,6.0,1,2015,88.0,"Documentary,Drama",7.7,74
49,Everybody's Fine,20000000,9208876,9208876,18417752,-1582248,zh,0.633,2016-01-29,6.0,1,2016,105.0,Drama,5.9,62
51,Battle of the Year,20000000,8888355,16723377,25611732,5611732,en,5.858,2013-09-21,6.1,130,2013,110.0,"Drama,Music",5.1,8769
56,Inherent Vice,20000000,8110975,14772346,22883321,2883321,en,14.244,2015-01-09,6.6,1359,2014,148.0,"Comedy,Crime,Drama",6.7,83346
58,Machete Kills,20000000,8008161,18273009,26281170,6281170,en,10.36,2013-10-11,5.5,1079,2013,107.0,"Action,Crime,Sci-Fi",5.6,69968
65,Little Boy,20000000,6485961,17769299,24255260,4255260,en,5.805,2015-04-23,7.0,292,2015,106.0,"Drama,History,War",7.4,20945
67,Chasing Mavericks,20000000,6002756,8300821,14303577,-5696423,en,6.546,2012-10-26,7.0,329,2012,116.0,"Biography,Drama,Sport",7.2,28994
68,A Most Violent Year,20000000,5749134,8846875,14596009,-5403991,en,12.271,2014-12-31,6.6,792,2014,125.0,"Crime,Drama,Thriller",7.0,60165
69,A Dangerous Method,20000000,5702083,14807531,20509614,509614,en,10.352,2011-11-23,6.3,1066,2011,99.0,"Biography,Drama,Romance",6.4,93259
74,Hands of Stone,20000000,4712792,5031975,9744767,-10255233,en,8.17,2016-08-26,6.1,167,2016,111.0,"Action,Biography,Drama",6.6,12851
78,The Cold Light of Day,20000000,3763583,25361206,29124789,9124789,en,8.974,2012-09-06,5.1,463,2012,93.0,"Action,Thriller",4.9,33039
81,Suspiria,20000000,2483472,7034615,9518087,-10481913,en,16.925,2018-10-26,7.0,752,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360
82,LBJ,20000000,2468683,2507181,4975864,-15024136,en,6.304,2017-11-03,6.6,65,2016,98.0,"Biography,Drama,History",6.5,4396
90,Dylan Dog: Dead of Night,20000000,1186538,6093725,7280263,-12719737,en,7.508,2011-11-01,4.4,243,2010,107.0,"Action,Comedy,Crime",5.1,14120
96,All Good Things,20000000,582024,873617,1455641,-18544359,en,7.871,2010-12-03,6.0,493,2010,101.0,"Crime,Drama,Mystery",6.3,49684
97,By the Sea,20000000,538460,3727746,4266206,-15733794,en,6.471,2015-11-13,5.4,306,2015,122.0,"Drama,Romance",5.3,16206
1,The Tempest,20000000,277943,277943,555886,-19444114,en,6.3,2010-12-10,5.8,52,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073
6,Regression,20000000,55039,15824374,15879413,-4120587,en,10.713,2016-02-05,5.5,1065,2015,106.0,"Crime,Horror,Mystery",5.7,33335
7,Admiral,20000000,0,38585047,38585047,18585047,nl,5.466,2016-03-11,6.4,86,2015,151.0,"Action,Adventure,Biography",7.0,7978
8,Zambezia,20000000,0,34454336,34454336,14454336,en,7.931,2012-07-07,5.6,131,2012,83.0,"Adventure,Animation,Comedy",5.8,6010
11,Survivor,20000000,0,1703281,1703281,-18296719,en,3.412,2012-08-29,4.8,55,2012,81.0,"Biography,Crime,Documentary",9.0,45
14,Dwegons and Leprechauns,20000000,0,0,0,-20000000,en,0.956,2014-01-24,0.8,2,2014,98.0,Animation,4.2,84
15,Fight Valley,20000000,0,0,0,-20000000,en,2.199,2016-07-22,3.5,14,2016,90.0,"Action,Drama",2.7,494
17,Bird Box,19800000,0,0,0,-19800000,en,26.156,2018-11-12,7.0,4777,2018,124.0,"Drama,Horror,Sci-Fi",6.6,218063
19,The Shape of Water,19500000,63859435,195790794,259650229,240150229,en,22.025,2017-12-01,7.2,7224,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112
22,The Frozen Ground,19200000,0,5617460,5617460,-13582540,en,10.34,2013-08-23,6.3,762,2013,105.0,"Crime,Drama,Mystery",6.4,51915
23,The Devil's Double,19100000,1361512,5965646,7327158,-11772842,en,7.505,2011-07-29,6.7,291,2011,109.0,"Biography,Drama,Thriller",7.1,58342
27,Bad Teacher,19000000,100292856,215448997,315741853,296741853,en,13.549,2011-06-19,5.5,2894,2011,92.0,"Comedy,Romance",5.7,181189
28,Sausage Party,19000000,97670358,141344255,239014613,220014613,en,15.232,2016-08-12,5.6,4237,2016,89.0,"Adventure,Animation,Comedy",6.2,159111
36,The Crazies,19000000,39123589,56445534,95569123,76569123,en,12.246,2010-02-26,6.2,1036,2010,101.0,"Horror,Thriller",6.5,104465
39,The Switch,19000000,27758465,49858465,77616930,58616930,en,7.745,2010-08-20,6.1,1008,2010,101.0,"Comedy,Drama,Romance",6.1,90661
40,Leap Year,19000000,25918920,32618920,58537840,39537840,en,11.821,2010-01-08,6.7,990,2010,100.0,"Comedy,Romance",6.5,86125
41,The Book Thief,19000000,21488481,76086711,97575192,78575192,en,9.034,2013-11-08,7.5,2788,2013,131.0,"Drama,War",7.6,119023
48,Take Me Home Tonight,19000000,6928068,7576604,14504672,-4495328,en,11.321,2011-03-04,6.1,339,2011,97.0,"Comedy,Drama,Romance",6.3,48393
49,Won't Back Down,19000000,5310554,5745503,11056057,-7943943,en,6.14,2012-09-28,6.3,64,2012,121.0,Drama,6.4,5915
50,Action Point,19000000,5059608,5103675,10163283,-8836717,en,12.84,2018-06-01,5.2,136,2018,85.0,Comedy,5.0,6657
63,Left Behind,18500000,4221341,4221341,8442682,-10057318,en,13.897,2014-10-03,4.0,713,2012,86.0,"Horror,Mystery,Thriller",6.5,33
64,Neighbors,18000000,150086800,270944428,421031228,403031228,en,14.979,2014-05-09,6.2,4536,2014,97.0,Comedy,6.3,266020
67,Big,18000000,114968774,151668774,266637548,248637548,en,15.031,1988-06-03,7.0,1813,2017,99.0,Documentary,8.5,6
77,My Big Fat Greek Wedding 2,18000000,59689605,92096558,151786163,133786163,en,6.714,2016-03-25,5.8,593,2016,94.0,"Comedy,Romance",6.0,25933
78,The Perfect Guy,18000000,57027435,60278166,117305601,99305601,en,6.727,2015-09-11,5.7,211,2015,100.0,"Crime,Drama,Horror",5.6,8998
80,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,126393729,108393729,en,8.961,2011-03-25,6.4,492,2011,99.0,"Comedy,Family",6.6,23135
83,Soul Surfer,18000000,43853424,47158652,91012076,73012076,en,8.459,2011-04-08,7.0,688,2011,112.0,"Biography,Drama,Family",7.1,41659
85,Uncle Drew,18000000,42469946,46527161,88997107,70997107,en,10.836,2018-06-29,6.5,220,2018,103.0,"Comedy,Sport",5.7,9739
90,Blue Jasmine,18000000,33404871,102912961,136317832,118317832,en,10.443,2013-07-26,7.0,1983,2013,98.0,Drama,7.3,179453
92,Honey,18000000,30272254,62646763,92919017,74919017,en,2.288,2011-03-25,7.1,39,2010,103.0,Drama,7.2,6221
95,Ricki and the Flash,18000000,26839498,41166033,68005531,50005531,en,8.247,2015-08-07,5.8,473,2015,101.0,"Comedy,Drama,Music",5.9,20932
98,Love the Coopers,18000000,26302731,42227490,68530221,50530221,en,8.261,2015-11-13,5.8,384,2015,107.0,"Comedy,Fantasy,Romance",5.8,18018
4,The Circle,18000000,20497844,40651864,61149708,43149708,sv,2.398,2015-10-13,5.5,48,2015,144.0,"Drama,Fantasy,Horror",5.9,2396
6,127 Hours,18000000,18335230,60217171,78552401,60552401,en,11.435,2010-11-05,7.0,4469,2010,94.0,"Adventure,Biography,Drama",7.6,323949
9,Norm of the North,18000000,17062499,30535660,47598159,29598159,en,9.325,2016-01-15,4.2,192,2016,90.0,"Adventure,Animation,Comedy",3.6,7951
11,Jobs,18000000,16131410,43402515,59533925,41533925,en,8.023,2013-08-16,6.1,1622,2013,128.0,"Biography,Drama",5.9,88788
14,And So It Goes,18000000,15160801,17920013,33080814,15080814,en,8.235,2014-07-25,5.9,264,2014,94.0,"Comedy,Drama,Romance",5.8,11597
19,Labor Day,18000000,13371528,14189810,27561338,9561338,en,9.258,2013-12-27,6.9,546,2013,111.0,"Drama,Romance",6.9,39242
20,Getaway,18000000,10501938,11813989,22315927,4315927,en,10.793,2013-08-29,5.1,380,2013,90.0,"Action,Crime,Thriller",4.4,22157
26,Dragonslayer,18000000,6000000,6000000,12000000,-6000000,en,1.155,2011-11-04,4.5,2,2011,74.0,Documentary,5.8,516
33,The Railway Man,18000000,4438438,23910210,28348648,10348648,en,9.582,2014-04-11,6.9,408,2013,116.0,"Biography,Drama,Romance",7.1,34586
34,Restoration,18000000,4100000,4100000,8200000,-9800000,en,1.661,2016-05-03,4.7,21,2011,102.0,Drama,6.8,207
35,Midnight Special,18000000,3712282,7680250,11392532,-6607468,en,8.653,2016-03-18,6.3,1105,2016,112.0,"Action,Drama,Mystery",6.6,67921
36,Miss Sloane,18000000,3500605,7719630,11220235,-6779765,en,12.215,2016-11-25,7.4,912,2016,132.0,"Drama,Thriller",7.5,52788
39,Unforgettable,18000000,2483790,2483790,4967580,-13032420,en,8.323,2017-04-21,5.5,310,2010,88.0,Documentary,5.9,7
43,Phantom,18000000,1034589,1199510,2234099,-15765901,en,7.211,2013-03-01,6.0,151,2013,98.0,"Drama,History,Thriller",5.9,12786
50,I Am Wrath,18000000,0,309608,309608,-17690392,en,9.558,2016-05-13,4.9,296,2016,92.0,"Action,Crime,Drama",5.4,11198
51,Wolves,18000000,0,94953,94953,-17905047,en,8.627,2014-11-14,5.8,151,2014,91.0,"Action,Fantasy,Horror",5.3,7312
53,The Prince,18000000,0,0,0,-18000000,en,12.324,2014-08-22,4.8,317,2014,93.0,"Action,Thriller",4.6,16048
54,Forsaken,18000000,0,0,0,-18000000,en,9.472,2016-02-19,5.9,161,2015,90.0,"Action,Drama,Western",6.3,9199
56,Red Lights,17700000,49521,14518884,14568405,-3131595,en,8.25,2012-07-12,6.1,615,2012,114.0,"Drama,Fantasy,Horror",6.2,55287
63,Black Nativity,17500000,7018188,7285135,14303323,-3196677,en,1.779,2013-11-27,5.7,25,2013,93.0,"Drama,Family,Music",4.6,1901
64,City of Ghosts,17500000,325491,325491,650982,-16849018,en,4.341,2017-07-14,7.1,24,2017,92.0,"Documentary,War",7.4,2925
66,A Quiet Place,17000000,188024361,334522294,522546655,505546655,en,29.154,2018-04-06,7.3,5848,2016,80.0,Documentary,6.6,18
73,The Best Man Holiday,17000000,70525195,72835710,143360905,126360905,en,8.581,2013-11-15,6.6,145,2013,123.0,"Comedy,Drama",6.7,13967
75,Pitch Perfect,17000000,65001093,116044347,181045440,164045440,en,13.886,2012-09-28,7.3,4233,2012,112.0,"Comedy,Music,Romance",7.2,256565
77,Evil Dead,17000000,54239856,97778356,152018212,135018212,en,13.089,2013-04-05,6.4,2664,2013,91.0,"Fantasy,Horror,Thriller",6.5,146399
80,"McFarland, USA",17000000,44480275,45707924,90188199,73188199,en,8.197,2015-02-20,7.3,358,2015,129.0,"Biography,Drama,Sport",7.4,31735
81,Almost Christmas,17000000,42065185,42493506,84558691,67558691,en,6.532,2016-11-11,5.6,245,2016,111.0,"Comedy,Drama",6.1,5212
87,Beastly,17000000,27865571,38028230,65893801,48893801,en,10.136,2011-03-04,6.1,1748,2011,86.0,"Drama,Fantasy,Romance",5.6,72599
90,Lottery Ticket,17000000,24719879,24719879,49439758,32439758,en,7.699,2010-08-20,5.7,92,2010,99.0,Comedy,5.0,10042
4,The Apparition,17000000,4936819,10637281,15574100,-1425900,en,7.714,2012-08-24,4.3,221,2012,83.0,"Horror,Thriller",4.1,18112
10,Genius,17000000,1361045,7265283,8626328,-8373672,en,9.417,2016-06-10,6.5,391,2016,104.0,"Biography,Drama",6.6,15611
12,Escobar: Paradise Lost,17000000,195792,3917679,4113471,-12886529,en,15.924,2014-10-11,6.3,476,2014,120.0,"Crime,Drama,History",6.5,19419
16,Crawl,17000000,0,0,0,-17000000,en,1.937,2011-10-15,5.6,18,2011,80.0,"Crime,Thriller",4.7,1095
17,The Young Messiah,16800000,6469813,7313697,13783510,-3016490,en,5.531,2016-03-11,6.1,50,2016,111.0,"Drama,Fantasy",5.6,2882
22,The Illusionist,16500000,39868642,83792062,123660704,107160704,fr,8.404,2010-12-25,7.4,280,2010,80.0,"Animation,Drama",7.5,31734
33,Moonrise Kingdom,16000000,45512466,68848446,114360912,98360912,en,14.086,2012-05-25,7.7,3023,2012,94.0,"Adventure,Comedy,Drama",7.8,291750
34,The Artist,16000000,44667095,128256712,172923807,156923807,en,10.155,2011-10-14,7.4,1787,2011,100.0,"Comedy,Drama,Romance",7.9,217184
39,The Roommate,16000000,37300107,52545707,89845814,73845814,en,8.134,2011-02-04,5.4,406,2011,91.0,"Drama,Thriller",4.9,33062
51,Remember Me,16000000,19068240,56506120,75574360,59574360,en,11.453,2010-03-12,7.1,2079,2010,113.0,"Drama,Romance",7.1,129443
60,People Like Us,16000000,12431792,12617472,25049264,9049264,en,9.078,2012-06-29,6.8,360,2012,114.0,"Comedy,Drama",7.1,39618
65,Bleed for This,16000000,5083906,6603926,11687832,-4312168,en,8.258,2016-11-04,6.9,405,2016,117.0,"Biography,Drama,Sport",6.8,21946
70,The Homesman,16000000,2429989,8217571,10647560,-5352440,en,8.232,2014-08-29,6.5,389,2014,122.0,"Drama,Western",6.6,27724
71,Trance,16000000,2322593,22594052,24916645,8916645,en,9.571,2013-04-05,6.6,1348,2010,83.0,Horror,4.6,77
72,The Immigrant,16000000,2013456,7585011,9598467,-6401533,en,8.145,2013-10-06,6.2,438,2013,120.0,"Drama,Romance",6.6,26618
73,Steel,16000000,1686429,1686429,3372858,-12627142,en,2.742,2015-11-17,6.8,11,2012,95.0,Drama,5.7,264
79,Vamps,16000000,3361,94812,98173,-15901827,en,6.65,2012-11-02,5.0,145,2012,92.0,"Comedy,Horror,Romance",5.2,8838
83,Second Act,15700000,39282227,63288854,102571081,86871081,en,16.322,2018-12-21,6.2,361,2018,103.0,"Comedy,Drama,Romance",5.8,13109
2,Annabelle: Creation,15000000,102092201,305384865,407477066,392477066,en,21.245,2017-08-11,6.5,3141,2017,109.0,"Horror,Mystery,Thriller",6.5,90402
6,The Imitation Game,15000000,91125143,227740463,318865606,303865606,en,33.078,2014-12-19,8.1,10396,2014,114.0,"Biography,Drama,Thriller",8.0,620834
9,Mama,15000000,71628180,148095566,219723746,204723746,en,11.983,2013-01-18,6.1,2421,2010,50.0,Drama,4.5,6
13,Diary of a Wimpy Kid,15000000,64003625,76954311,140957936,125957936,en,12.256,2010-03-19,6.0,736,2010,94.0,"Comedy,Drama,Family",6.2,38640
15,Halloween,15000000,58269151,77514401,135783552,120783552,en,20.839,2018-10-19,6.4,2020,2018,106.0,"Horror,Thriller",6.6,88395
18,The Woman in Black,15000000,54333290,128955898,183289188,168289188,en,12.781,2012-02-03,6.1,2122,2012,95.0,"Drama,Fantasy,Horror",6.4,165357
19,Little Women,15000000,50003303,50003303,100006606,85006606,en,2.919,2018-09-28,6.8,11,2018,112.0,"Drama,Family",4.6,626
21,BlacKkKlansman,15000000,49275340,93017335,142292675,127292675,en,25.101,2018-07-30,7.6,3138,2018,135.0,"Biography,Crime,Drama",7.5,149005
26,Snitch,15000000,42930462,57907734,100838196,85838196,en,0.6,2011-01-01,1.0,1,2013,112.0,"Action,Drama,Thriller",6.5,78142
28,Krampus,15000000,42725475,61788393,104513868,89513868,en,9.417,2015-12-04,6.0,1046,2015,98.0,"Comedy,Fantasy,Horror",6.2,55400
29,End of Watch,15000000,41003371,57586606,98589977,83589977,en,13.152,2012-09-21,7.3,1770,2012,109.0,"Action,Crime,Drama",7.6,211308
33,Wild,15000000,37880356,52460543,90340899,75340899,en,10.098,2014-12-05,7.0,1454,2014,115.0,"Adventure,Biography,Drama",7.1,110138
35,The Theory of Everything,15000000,35893537,123327692,159221229,144221229,en,13.866,2014-11-26,7.9,6412,2014,123.0,"Biography,Drama,Romance",7.7,361534
36,Drive,15000000,35060689,81357930,116418619,101418619,en,15.875,2011-09-16,7.5,6737,2011,100.0,"Crime,Drama",7.8,521495
39,The Favourite,15000000,34366783,94113929,128480712,113480712,en,28.651,2018-11-23,7.7,2096,2018,119.0,"Biography,Drama,History",7.6,116011
50,When the Game Stands Tall,15000000,30127963,30138912,60266875,45266875,en,6.08,2014-08-22,6.6,185,2014,115.0,"Drama,Family,Sport",6.7,14498
57,Home Again,15000000,27020284,37336874,64357158,49357158,en,10.478,2017-09-08,5.9,659,2012,104.0,Drama,6.6,360
60,Ramona and Beezus,15000000,26167002,27469621,53636623,38636623,en,7.442,2010-07-23,6.3,460,2010,103.0,"Adventure,Comedy,Family",6.6,16086
61,The November Man,15000000,25018119,34820335,59838454,44838454,en,17.747,2014-08-27,6.1,852,2014,108.0,"Action,Crime,Thriller",6.3,59293
67,The Place Beyond the Pines,15000000,21403519,47011449,68414968,53414968,en,12.96,2013-03-27,6.9,2781,2012,140.0,"Crime,Drama,Thriller",7.3,226765
70,Keanu,15000000,20591853,20688141,41279994,26279994,en,8.952,2016-04-29,6.0,644,2016,100.0,"Action,Comedy,Crime",6.3,41560
71,Country Strong,15000000,20218921,20601987,40820908,25820908,en,7.567,2010-12-22,6.3,126,2010,117.0,"Drama,Music",6.3,16296
76,A Most Wanted Man,15000000,17237855,36068890,53306745,38306745,en,10.267,2014-07-25,6.5,784,2014,122.0,"Crime,Drama,Thriller",6.8,67914
79,The Man with the Iron Fists,15000000,15634090,22018988,37653078,22653078,en,15.457,2012-11-02,5.3,573,2012,95.0,Action,5.4,58185
81,Miss Bala,15000000,14998027,15362298,30360325,15360325,es,10.128,2011-10-01,6.3,50,2011,113.0,"Crime,Drama,Thriller",6.5,8092
82,Killing Them Softly,15000000,14945541,39238443,54183984,39183984,en,11.298,2012-11-30,6.0,1105,2012,97.0,"Crime,Thriller",6.2,124086
84,One Day,15000000,13843771,59168692,73012463,58012463,en,10.308,2011-08-19,7.2,2105,2011,107.0,"Drama,Romance",7.0,128094
90,The Founder,15000000,12786053,24403192,37189245,22189245,en,12.349,2017-01-20,7.0,2093,2012,108.0,"Comedy,Sci-Fi",5.9,33
6,Queen of Katwe,15000000,8874389,10055481,18929870,3929870,en,7.564,2016-09-23,7.1,225,2016,124.0,"Biography,Drama,Sport",7.4,13039
13,Promised Land,15000000,7597898,12394562,19992460,4992460,en,8.702,2012-12-28,6.2,378,2012,106.0,Drama,6.6,34659
15,Hotel Artemis,15000000,6708137,12758799,19466936,4466936,en,14.585,2018-06-08,5.9,471,2018,94.0,"Action,Drama,Sci-Fi",6.1,30586
25,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,19257901,4257901,en,10.451,2015-10-30,6.2,915,2015,93.0,"Action,Comedy,Horror",6.3,40479
27,You Will Meet a Tall Dark Stranger,15000000,3247816,34247816,37495632,22495632,en,6.209,2010-05-23,5.8,431,2010,98.0,"Comedy,Drama,Romance",6.3,41608
28,Rock the Kasbah,15000000,3020665,3386153,6406818,-8593182,en,5.203,2015-10-23,5.5,154,2015,106.0,"Comedy,Music,War",5.5,9587
29,Never Let Me Go,15000000,2434652,11173718,13608370,-1391630,en,10.012,2010-09-15,6.8,1294,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084
30,The Disappointments Room,15000000,2423467,3503761,5927228,-9072772,en,6.324,2016-09-09,4.4,272,2016,85.0,"Drama,Horror,Thriller",3.9,8167
35,The Comedian,15000000,1658706,1658706,3317412,-11682588,en,7.433,2016-12-09,5.6,68,2012,79.0,"Drama,Romance",5.5,328
42,The Reluctant Fundamentalist,15000000,528731,528731,1057462,-13942538,en,7.46,2013-03-17,6.7,120,2012,130.0,"Drama,Thriller",6.9,12511
43,The Return,15000000,501752,5953886,6455638,-8544362,en,0.6,2016-04-17,7.0,2,2012,102.0,Drama,7.2,233
46,Centurion,15000000,123570,7885048,8008618,-6991382,en,13.548,2010-02-15,6.1,673,2010,97.0,"Action,Adventure,Drama",6.4,74085
50,Winnie Mandela,15000000,61847,61847,123694,-14876306,en,1.88,2013-09-06,5.7,6,2011,104.0,"Biography,Drama,History",6.0,695
51,The Son of No One,15000000,30680,1148578,1179258,-13820742,en,7.586,2011-11-04,5.1,156,2011,90.0,"Action,Crime,Drama",5.1,15743
54,Khumba,15000000,0,20898221,20898221,5898221,en,9.597,2013-12-07,5.6,129,2013,85.0,"Adventure,Animation,Family",5.7,4984
55,A Few Best Men,15000000,0,17224539,17224539,2224539,en,8.84,2011-10-14,5.8,247,2011,97.0,"Comedy,Romance",5.7,12069
61,In Dubious Battle,15000000,0,214182,214182,-14785818,en,7.646,2017-02-17,5.9,67,2016,110.0,Drama,6.1,3189
62,Broken Horses,15000000,0,3471,3471,-14996529,en,5.481,2015-04-10,5.4,17,2015,101.0,"Action,Crime,Drama",5.7,1957
66,Magic Mike XXL,14500000,66013057,123660597,189673654,175173654,en,8.681,2015-07-01,6.2,1110,2015,115.0,"Comedy,Drama,Music",5.6,48497
81,The Possession,14000000,49130588,82925064,132055652,118055652,en,8.978,2012-08-31,5.9,918,2012,92.0,"Horror,Mystery,Thriller",5.9,53649
87,White Fang,14000000,34729091,34729091,69458182,55458182,fr,15.879,2018-01-21,7.2,69,2018,85.0,"Adventure,Animation",7.0,2048
89,Superstar,14000000,30628981,30628981,61257962,47257962,fr,3.535,2012-09-09,5.3,49,2012,112.0,Drama,5.3,834
90,The Iron Lady,14000000,29959436,115592104,145551540,131551540,en,8.987,2011-12-30,6.4,899,2011,105.0,"Biography,Drama",6.4,96066
95,Our Family Wedding,14000000,20255281,21410546,41665827,27665827,en,5.025,2010-03-12,5.5,57,2010,103.0,"Comedy,Romance",4.9,6417
7,Hot Tub Time Machine 2,14000000,12314651,12826644,25141295,11141295,en,8.053,2015-02-20,5.1,512,2015,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444
8,Bobby,14000000,11242801,20597806,31840607,17840607,en,1.881,2016-05-27,6.6,10,2016,97.0,"Biography,Documentary,Sport",7.1,383
10,Fun Size,14000000,9409538,11166615,20576153,6576153,en,7.072,2012-10-26,5.5,249,2012,86.0,"Adventure,Comedy",5.4,12926
16,Suffragette,14000000,4702420,34044909,38747329,24747329,en,7.763,2015-10-23,7.3,982,2015,106.0,"Biography,Drama,History",6.9,34306
18,Mr. Turner,14000000,3958546,25187026,29145572,15145572,en,7.884,2014-12-19,6.5,301,2014,150.0,"Biography,Drama,History",6.8,22661
22,Flipped,14000000,1755212,4289993,6045205,-7954795,en,9.781,2010-08-06,7.4,859,2010,90.0,"Comedy,Drama,Romance",7.7,74937
27,Margaret,14000000,47185,623292,670477,-13329523,en,8.747,2011-09-30,6.3,138,2011,150.0,Drama,6.5,14708
28,Reign of Assassins,14000000,0,11354230,11354230,-2645770,zh,7.621,2010-09-01,6.8,87,2010,117.0,"Action,Adventure",6.9,6990
32,Ca$h,13700000,0,11738256,11738256,-1961744,en,8.503,2010-01-01,5.8,112,2010,108.0,"Crime,Thriller",6.0,8605
36,Seven Psychopaths,13500000,15024049,33035736,48059785,34559785,en,10.967,2012-10-12,6.8,2109,2012,110.0,"Comedy,Crime",7.2,223493
41,The Last Godfather,13400000,164247,164247,328494,-13071506,ko,1.4,2011-04-11,4.9,9,2010,100.0,"Comedy,Crime,Romance",3.7,1071
42,Under the Skin,13300000,2614251,7229933,9844184,-3455816,en,9.527,2014-04-04,6.1,1781,2013,108.0,"Drama,Horror,Sci-Fi",6.3,113196
44,No Good Deed,13200000,52543632,54323210,106866842,93666842,en,14.519,2014-09-12,5.8,286,2014,84.0,"Action,Crime,Drama",5.6,16045
46,Black Swan,13000000,106954678,331266710,438221388,425221388,en,13.745,2010-12-03,7.6,8374,2010,108.0,"Drama,Thriller",8.0,648854
48,Justin Bieber: Never Say Never,13000000,73013910,99034125,172048035,159048035,en,8.602,2011-02-11,5.1,240,2011,105.0,"Documentary,Music",1.6,74978
49,The First Purge,13000000,69488745,136617305,206106050,193106050,en,28.44,2018-07-04,5.8,1846,2018,98.0,"Action,Horror,Sci-Fi",5.1,41741
50,Miracles from Heaven,13000000,61705123,73798736,135503859,122503859,en,10.078,2016-03-18,7.1,478,2016,109.0,"Biography,Drama,Family",7.1,17734
54,The Shallows,13000000,55121623,118763442,173885065,160885065,en,14.091,2016-06-24,6.3,3037,2016,86.0,"Drama,Horror,Thriller",6.3,106927
58,About Last Night,13000000,48637684,50445860,99083544,86083544,en,8.465,2014-02-14,6.0,312,2014,100.0,"Comedy,Romance",6.1,21078
61,St. Vincent,13000000,44137712,54837234,98974946,85974946,en,16.379,2014-10-31,7.1,1069,2014,102.0,"Comedy,Drama",7.3,89372
62,Earth to Echo,13000000,38934842,42174545,81109387,68109387,en,7.189,2014-07-02,5.7,377,2014,91.0,"Adventure,Family,Sci-Fi",5.8,17627
72,Ex Machina,13000000,25440971,38358392,63799363,50799363,en,18.485,2015-04-10,7.6,8026,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542
75,Eye in the Sky,13000000,18704596,35402802,54107398,41107398,en,10.219,2016-03-11,7.1,850,2015,102.0,"Drama,Thriller,War",7.3,72301
76,Admission,13000000,18007317,18733666,36740983,23740983,en,8.065,2013-03-22,5.5,385,2013,107.0,"Comedy,Drama,Romance",5.7,31849
77,The Perks of Being a Wallflower,13000000,17742948,33069303,50812251,37812251,en,15.148,2012-09-21,7.8,5938,2012,103.0,Drama,8.0,422671
80,Room,13000000,14677674,36262783,50940457,37940457,en,20.0,2015-10-16,8.1,5494,2015,118.0,"Drama,Thriller",8.2,316791
81,Woodlawn,13000000,14394097,14403703,28797800,15797800,en,5.575,2015-10-16,7.0,79,2015,123.0,"Drama,Sport",6.5,6070
86,Bajrangi Bhaijaan,13000000,8178001,121778347,129956348,116956348,hi,7.122,2015-07-17,7.9,232,2015,163.0,"Action,Comedy,Drama",8.0,63747
