id_x,movie,production_budget,domestic_gross,worldwide_gross,total_gross,net_revenue,original_language,popularity,release_date_y,vote_average,vote_count,start_year,runtime_minutes,genres,imdb_averagerating,imdb_numvotes
1,Avatar,425000000,760507625,2776345279,3536852904,3111852904,en,26.526,2009-12-18,7.4,18676,2011,93.0,Horror,6.1,43
2,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,1286727750,876127750,en,30.579,2011-05-20,6.4,8571,2011,136.0,"Action,Adventure,Fantasy",6.6,447624
4,Avengers: Age of Ultron,330600000,459005868,1403013963,1862019831,1531419831,en,44.383,2015-05-01,7.3,13457,2015,141.0,"Action,Adventure,Sci-Fi",7.3,665594
7,Avengers: Infinity War,300000000,678815482,2048134200,2726949682,2426949682,en,80.773,2018-04-27,8.3,13948,2018,149.0,"Action,Adventure,Sci-Fi",8.5,670926
9,Justice League,300000000,229024295,655945209,884969504,584969504,en,34.953,2017-11-17,6.2,7510,2017,120.0,"Action,Adventure,Fantasy",6.5,329135
10,Spectre,300000000,200074175,879620923,1079695098,779695098,en,30.318,2015-11-06,6.4,6719,2015,148.0,"Action,Adventure,Thriller",6.8,352504
11,The Dark Knight Rises,275000000,448139099,1084439099,1532578198,1257578198,en,26.22,2012-07-20,7.7,13933,2012,164.0,"Action,Thriller",8.4,1387769
12,Solo: A Star Wars Story,275000000,213767512,393151347,606918859,331918859,en,29.502,2018-05-25,6.6,3838,2018,135.0,"Action,Adventure,Fantasy",7.0,226243
13,The Lone Ranger,275000000,89302115,260002115,349304230,74304230,en,12.482,2013-07-03,6.0,3789,2013,150.0,"Action,Adventure,Western",6.4,208827
14,John Carter,275000000,73058679,282778100,355836779,80836779,en,18.549,2012-03-09,6.1,3338,2012,132.0,"Action,Adventure,Sci-Fi",6.6,241792
15,Tangled,260000000,200821936,586477240,787299176,527299176,en,21.511,2010-11-24,7.5,6407,2010,100.0,"Adventure,Animation,Comedy",7.8,366366
17,Captain America: Civil War,250000000,408084349,1140069413,1548153762,1298153762,en,39.137,2016-05-06,7.4,14000,2016,147.0,"Action,Adventure,Sci-Fi",7.8,583507
18,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,1197860475,947860475,en,28.088,2016-03-25,5.8,11991,2016,151.0,"Action,Adventure,Fantasy",6.5,576909
19,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,1320007136,1070007136,en,26.939,2012-12-14,7.2,12076,2012,169.0,"Adventure,Family,Fantasy",7.9,719629
21,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,1218733710,968733710,en,21.275,2013-12-13,7.6,7739,2013,161.0,"Adventure,Fantasy",7.8,565563
22,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,1200697409,950697409,en,53.783,2014-12-17,7.3,8392,2014,144.0,"Adventure,Fantasy",7.4,438621
23,The Fate of the Furious,250000000,225764765,1234846267,1460611032,1210611032,en,28.668,2017-04-14,6.9,6335,2017,136.0,"Action,Crime,Thriller",6.7,179774
25,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,960800013,730800013,en,28.101,2017-05-26,6.6,6931,2017,129.0,"Action,Adventure,Fantasy",6.6,228592
27,The Avengers,225000000,623279547,1517935897,2141215444,1916215444,en,50.289,2012-05-04,7.6,19673,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655
29,Man of Steel,225000000,291045518,667999518,959045036,734045036,en,27.667,2013-06-14,6.5,9758,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288
31,The Amazing Spider-Man,220000000,262030663,757890267,1019920930,799920930,en,24.391,2012-07-04,6.5,10411,2012,136.0,"Action,Adventure,Sci-Fi",7.0,525632
32,Battleship,220000000,65233400,313477717,378711117,158711117,en,21.742,2012-05-18,5.6,3240,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342
33,Transformers: The Last Knight,217000000,130168683,602893340,733062023,516062023,en,24.258,2017-06-21,6.0,3255,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007
34,Jurassic World,215000000,652270625,1648854864,2301125489,2086125489,en,20.709,2015-06-12,6.6,14056,2015,124.0,"Action,Adventure,Sci-Fi",7.0,539338
35,Men in Black 3,215000000,179020854,654213485,833234339,618234339,en,26.176,2012-05-25,6.4,6398,2012,106.0,"Action,Adventure,Comedy",6.8,309879
37,Transformers: Age of Extinction,210000000,245439076,1104039076,1349478152,1139478152,en,20.961,2014-06-27,5.8,4805,2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486
39,Robin Hood,210000000,105487148,322459006,427946154,217946154,en,15.444,2010-05-14,6.3,2569,2010,140.0,"Action,Adventure,Drama",6.6,239480
42,Black Panther,200000000,700059566,1348258224,2048317790,1848317790,en,2.058,2011-01-18,5.1,11,2018,134.0,"Action,Adventure,Sci-Fi",7.3,516148
44,Incredibles 2,200000000,608581744,1242520711,1851102455,1651102455,en,36.286,2018-06-15,7.6,6354,2018,118.0,"Action,Adventure,Animation",7.7,203510
45,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1581280180,1381280180,en,21.401,2016-12-16,7.5,9296,2016,133.0,"Action,Adventure,Sci-Fi",7.8,478592
46,Finding Dory,200000000,486295561,1021215193,1507510754,1307510754,en,15.393,2016-06-17,7.0,7845,2016,97.0,"Adventure,Animation,Comedy",7.3,213542
47,Toy Story 3,200000000,415004880,1068879522,1483884402,1283884402,en,24.445,2010-06-17,7.7,8340,2010,103.0,"Adventure,Animation,Comedy",8.3,682218
48,Iron Man 3,200000000,408992272,1215392272,1624384544,1424384544,en,32.093,2013-05-03,6.9,14155,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794
51,Alice in Wonderland,200000000,334191110,1025491110,1359682220,1159682220,en,22.02,2010-03-05,6.6,8713,2010,108.0,"Adventure,Family,Fantasy",6.5,358813
52,Skyfall,200000000,304360277,1110526981,1414887258,1214887258,en,19.27,2012-11-09,7.1,10441,2012,143.0,"Action,Adventure,Thriller",7.8,592221
53,Monsters University,200000000,268488329,743588329,1012076658,812076658,en,20.33,2013-06-21,7.0,6362,2013,104.0,"Adventure,Animation,Comedy",7.3,291887
54,Oz the Great and Powerful,200000000,234770996,490359051,725130047,525130047,en,13.377,2013-03-08,5.8,4829,2013,130.0,"Adventure,Family,Fantasy",6.3,192045
55,X-Men: Days of Future Past,200000000,233921534,747862775,981784309,781784309,en,41.867,2014-05-23,7.5,10062,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079
56,The Amazing Spider-Man 2,200000000,202853933,708996336,911850269,711850269,en,20.847,2014-05-02,6.4,7220,2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363
57,Cars 2,200000000,191450875,560155383,751606258,551606258,en,23.498,2011-06-16,5.9,4058,2011,106.0,"Adventure,Animation,Comedy",6.2,138914
60,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,811775987,611775987,en,48.508,2018-11-16,6.9,4870,2018,134.0,"Adventure,Family,Fantasy",6.6,163151
62,Green Lantern,200000000,116601172,219535492,336136664,136136664,en,17.257,2011-06-17,5.1,4290,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281
64,Transformers: Dark of the Moon,195000000,352390543,1123790543,1476181086,1281181086,en,5.339,2011-06-28,6.1,4961,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409
65,The Mummy,195000000,80101125,409953905,490055030,295055030,en,18.53,2017-06-09,5.5,4391,2017,110.0,"Action,Adventure,Fantasy",5.5,154345
66,Jack the Giant Slayer,195000000,65187603,197687603,262875206,67875206,en,12.773,2013-03-01,5.6,3403,2013,114.0,"Adventure,Fantasy",6.3,123127
67,Furious 7,190000000,353007020,1518722794,1871729814,1681729814,en,20.396,2015-04-03,7.3,6538,2015,137.0,"Action,Crime,Thriller",7.2,335074
68,Star Trek Into Darkness,190000000,228778661,467381584,696160245,506160245,en,20.487,2013-05-16,7.4,6182,2013,132.0,"Action,Adventure,Sci-Fi",7.7,445535
69,World War Z,190000000,202359711,531514650,733874361,543874361,en,14.582,2013-06-21,6.7,9132,2013,116.0,"Action,Adventure,Horror",7.0,553751
70,The Great Gatsby,190000000,144840419,351040419,495880838,305880838,en,15.397,2013-05-10,7.4,7120,2013,143.0,"Drama,Romance",7.3,433165
72,Pacific Rim,190000000,101802906,411002906,512805812,322805812,en,16.759,2013-07-12,6.8,7632,2013,131.0,"Action,Adventure,Sci-Fi",6.9,443667
73,The Good Dinosaur,187500000,123087120,333771037,456858157,269358157,en,17.675,2015-11-25,6.7,3135,2015,93.0,"Adventure,Animation,Comedy",6.7,91465
77,Brave,185000000,237282182,554606532,791888714,606888714,th,0.6,2010-01-19,5.0,1,2012,93.0,"Adventure,Animation,Comedy",7.1,338728
78,Kong: Skull Island,185000000,168052812,561072059,729124871,544124871,en,29.388,2017-03-10,6.3,6054,2017,118.0,"Action,Adventure,Fantasy",6.6,237720
79,Star Trek Beyond,185000000,158848340,335802233,494650573,309650573,en,19.142,2016-07-22,6.7,4275,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844
80,Blade Runner 2049,185000000,92054159,259357408,351411567,166411567,en,48.571,2017-10-06,7.4,6679,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241
82,Thor: Ragnarok,180000000,315058289,846980024,1162038313,982038313,en,43.45,2017-11-03,7.5,11380,2017,130.0,"Action,Adventure,Comedy",7.9,482995
84,Maleficent,180000000,241407328,758536735,999944063,819944063,en,19.274,2014-05-30,7.0,8143,2014,97.0,"Action,Adventure,Family",7.0,305832
85,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,1036440428,856440428,en,28.563,2016-11-18,7.4,12152,2016,132.0,"Adventure,Family,Fantasy",7.3,365353
88,The Legend of Tarzan,180000000,126643061,348902025,475545086,295545086,en,14.797,2016-07-01,5.8,4102,2016,110.0,"Action,Adventure,Drama",6.3,150154
89,Hugo,180000000,73864507,180047784,253912291,73912291,en,12.936,2011-11-23,7.1,4124,2011,126.0,"Adventure,Drama,Family",7.5,284869
90,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,255577726,75577726,en,24.003,2017-07-21,6.6,4149,2017,137.0,"Action,Adventure,Fantasy",6.5,139792
91,Jupiter Ascending,179000000,47482519,181982519,229465038,50465038,en,24.058,2015-02-27,5.3,4401,2015,127.0,"Action,Adventure,Sci-Fi",5.3,166327
93,X-Men: Apocalypse,178000000,155442489,542537546,697980035,519980035,en,39.293,2016-05-27,6.5,8348,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556
94,The Meg,178000000,145443742,529530715,674974457,496974457,en,31.397,2018-08-10,5.9,2896,2018,113.0,"Action,Horror,Sci-Fi",5.7,114042
95,Edge of Tomorrow,178000000,100206256,370541256,470747512,292747512,en,19.753,2014-06-06,7.6,8047,2014,113.0,"Action,Sci-Fi",7.9,546284
97,The Jungle Book,175000000,364001123,962854547,1326855670,1151855670,en,20.129,2016-04-15,6.8,5257,2014,64.0,Animation,7.0,59
98,Inside Out,175000000,356461711,854235992,1210697703,1035697703,en,4.758,2011-09-27,4.4,18,2011,93.0,"Crime,Drama",4.6,1566
99,Spider-Man: Homecoming,175000000,334201140,880166350,1214367490,1039367490,en,46.775,2017-07-07,7.4,11585,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302
100,Suicide Squad,175000000,325100054,746059887,1071159941,896159941,en,16.53,2016-08-05,5.9,13533,2016,123.0,"Action,Adventure,Fantasy",6.0,533039
2,Coco,175000000,209726015,798008101,1007734116,832734116,en,25.961,2017-11-22,8.2,8669,2017,105.0,"Adventure,Animation,Comedy",8.4,277194
5,Cars 3,175000000,152901115,383541369,536442484,361442484,en,18.427,2017-06-16,6.7,2596,2017,102.0,"Adventure,Animation,Comedy",6.8,59408
11,King Arthur: Legend of the Sword,175000000,39175066,139630336,178805402,3805402,en,21.793,2017-05-12,6.5,3305,2017,126.0,"Action,Adventure,Drama",6.8,169054
12,47 Ronin,175000000,38362475,151716815,190079290,15079290,en,25.049,2013-12-25,6.0,2080,2013,128.0,"Action,Adventure,Drama",6.3,135754
13,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1723492559,1553492559,en,34.958,2018-06-22,6.5,5995,2018,128.0,"Action,Adventure,Sci-Fi",6.2,219125
14,Guardians of the Galaxy,170000000,333172112,770867516,1104039628,934039628,en,49.606,2014-08-01,7.9,17958,2014,121.0,"Action,Adventure,Comedy",8.1,948394
15,Iron Man 2,170000000,312433331,621156389,933589720,763589720,en,28.515,2010-05-07,6.8,12368,2010,124.0,"Action,Adventure,Sci-Fi",7.0,657690
16,Captain America: The Winter Soldier,170000000,259746958,714401889,974148847,804148847,en,18.073,2014-04-04,7.7,11034,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252
17,Dawn of the Planet of the Apes,170000000,208545589,710644566,919190155,749190155,en,27.641,2014-07-11,7.3,7080,2014,130.0,"Action,Adventure,Drama",7.6,390199
19,Snow White and the Huntsman,170000000,155136755,401021746,556158501,386158501,en,21.233,2012-06-01,5.9,5258,2012,127.0,"Action,Adventure,Drama",6.1,258938
23,Tomorrowland,170000000,93436322,206627518,300063840,130063840,en,20.136,2015-05-22,6.2,4610,2015,130.0,"Action,Adventure,Family",6.4,161343
26,Alice Through the Looking Glass,170000000,77042381,276928112,353970493,183970493,en,16.642,2016-05-27,6.5,3803,2016,113.0,"Adventure,Family,Fantasy",6.2,79951
27,Shrek Forever After,165000000,238736787,756244673,994981460,829981460,en,15.041,2010-05-16,6.1,3843,2010,93.0,"Adventure,Animation,Comedy",6.3,167532
28,Doctor Strange,165000000,232641920,676404566,909046486,744046486,en,33.035,2016-11-04,7.3,12582,2016,115.0,"Action,Adventure,Fantasy",7.5,514510
29,Big Hero 6,165000000,222527828,652127828,874655656,709655656,en,36.92,2014-11-07,7.8,10176,2014,102.0,"Action,Adventure,Animation",7.8,371204
30,How to Train Your Dragon,165000000,217581232,494870992,712452224,547452224,en,28.734,2010-03-26,7.7,7610,2010,98.0,"Action,Adventure,Animation",8.1,611299
31,Wreck-It Ralph,165000000,189412677,496511521,685924198,520924198,en,22.967,2012-11-02,7.3,7780,2012,101.0,"Adventure,Animation,Comedy",7.7,344496
32,Interstellar,165000000,188017894,666379375,854397269,689397269,en,28.44,2014-11-05,8.2,18597,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334
33,Independence Day: Resurgence,165000000,103144286,384169424,487313710,322313710,en,15.732,2016-06-24,5.1,3911,2016,120.0,"Action,Adventure,Sci-Fi",5.2,155344
35,Beauty and the Beast,160000000,504014165,1259199706,1763213871,1603213871,en,26.701,2012-01-13,7.7,5730,2014,112.0,"Drama,Fantasy,Romance",6.4,18100
36,Aquaman,160000000,335061807,1146894640,1481956447,1321956447,en,38.102,2018-12-21,6.8,6155,2018,143.0,"Action,Adventure,Fantasy",7.1,263328
38,Inception,160000000,292576195,835524642,1128100837,968100837,en,27.92,2010-07-16,8.3,22186,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066
39,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,930710689,770710689,en,19.487,2015-11-18,6.8,7609,2015,137.0,"Action,Adventure,Sci-Fi",6.6,252384
41,Godzilla,160000000,200676069,529076069,729752138,569752138,en,24.982,2014-05-16,6.1,5053,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687
42,X-Men: First Class,160000000,146408305,355408305,501816610,341816610,en,1.447,2011-06-03,7.2,8211,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930
44,The Sorcerer's Apprentice,160000000,63150991,217986320,281137311,121137311,en,14.463,2010-07-13,5.9,2879,2010,109.0,"Action,Adventure,Family",6.1,143862
46,Warcraft,160000000,47225655,425522281,472747936,312747936,en,21.464,2016-06-10,6.3,4071,2016,123.0,"Action,Adventure,Fantasy",6.9,225557
47,Deepwater Horizon,156000000,61433527,122603824,184037351,28037351,en,13.685,2016-09-30,6.7,2606,2016,107.0,"Action,Drama,History",7.1,133303
48,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,522573900,367573900,en,17.382,2010-12-10,6.3,3196,2010,113.0,"Adventure,Family,Fantasy",6.3,129663
50,Pacific Rim: Uprising,155000000,59874525,290930148,350804673,195804673,en,30.019,2018-03-23,5.9,2213,2018,111.0,"Action,Adventure,Sci-Fi",5.6,89462
52,War for the Planet of the Apes,152000000,146880162,489592267,636472429,484472429,en,23.445,2017-07-14,7.0,5235,2017,140.0,"Action,Adventure,Drama",7.5,201943
55,Wonder Woman,150000000,412563408,821133378,1233696786,1083696786,en,2.841,2013-09-29,5.9,34,2017,141.0,"Action,Adventure,Fantasy",7.5,487527
56,Frozen,150000000,400738009,1272469910,1673207919,1523207919,en,9.678,2010-02-05,5.8,987,2010,93.0,"Adventure,Drama,Sport",6.2,62311
57,Zootopia,150000000,341268248,1019429616,1360697864,1210697864,en,27.549,2016-03-04,7.7,9977,2016,108.0,"Adventure,Animation,Comedy",8.0,383446
62,Moana,150000000,248757044,637517365,886274409,736274409,en,1.96,2015-11-13,6.5,16,2016,107.0,"Adventure,Animation,Comedy",7.6,224253
66,Thor: The Dark World,150000000,206362140,644602516,850964656,700964656,en,31.014,2013-11-08,6.7,10171,2013,112.0,"Action,Adventure,Fantasy",6.9,540996
69,Dunkirk,150000000,190068280,499837368,689905648,539905648,en,24.358,2017-07-19,7.4,9156,2017,106.0,"Action,Drama,History",7.9,466580
70,Thor,150000000,181030624,449326618,630357242,480357242,en,38.068,2011-05-06,6.7,12764,2011,115.0,"Action,Adventure,Fantasy",7.0,683264
74,Kung Fu Panda 2,150000000,165249063,664837547,830086610,680086610,en,17.363,2011-05-25,6.7,3628,2011,90.0,"Action,Adventure,Animation",7.2,228465
75,Mad Max: Fury Road,150000000,153636354,370098020,523734374,373734374,en,28.099,2015-05-15,7.4,14454,2015,120.0,"Action,Adventure,Sci-Fi",8.1,780910
78,Ready Player One,150000000,137690172,579290136,716980308,566980308,en,30.029,2018-03-29,7.6,7021,2018,140.0,"Action,Adventure,Sci-Fi",7.5,301660
83,The Last Airbender,150000000,131772187,319713881,451486068,301486068,en,16.595,2010-07-01,4.6,2143,2010,103.0,"Action,Adventure,Family",4.1,137734
87,Wrath of the Titans,150000000,83670083,305270083,388940166,238940166,en,14.991,2012-03-29,5.6,2442,2012,99.0,"Action,Adventure,Fantasy",5.7,172330
89,Dark Shadows,150000000,79727149,238202668,317929817,167929817,en,15.75,2012-05-11,5.9,4197,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818
90,White House Down,150000000,73103784,205440387,278544171,128544171,en,13.026,2013-06-28,6.4,2817,2013,131.0,"Action,Drama,Thriller",6.4,191791
91,The Wolfman,150000000,62189884,142634358,204824242,54824242,en,14.03,2010-02-12,5.7,1009,2010,103.0,"Drama,Fantasy,Horror",5.8,97873
92,The Great Wall,150000000,45157105,334486852,379643957,229643957,en,19.144,2017-02-17,5.8,2775,2016,103.0,"Action,Adventure,Fantasy",6.0,111602
93,Pan,150000000,35088320,151525973,186614293,36614293,en,13.054,2015-10-09,5.9,1701,2015,111.0,"Adventure,Comedy,Family",5.8,55867
94,Mars Needs Moms,150000000,21392758,39549758,60942516,-89057484,en,8.852,2011-03-11,5.7,299,2011,88.0,"Adventure,Animation,Family",5.4,19823
97,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,963312753,818312753,en,18.705,2012-06-08,6.5,3380,2012,93.0,"Adventure,Animation,Comedy",6.8,146858
99,How to Train Your Dragon 2,145000000,177002924,614586270,791589194,646589194,en,27.106,2014-06-13,7.7,5589,2014,102.0,"Action,Adventure,Animation",7.8,278205
100,Tarzan,145000000,171091819,448191819,619283638,474283638,en,7.727,2013-12-20,5.5,348,2013,94.0,"Adventure,Animation,Drama",4.8,11728
1,Mr. Peabody & Sherman,145000000,111506430,269806430,381312860,236312860,en,12.813,2014-03-07,6.6,1357,2014,92.0,"Adventure,Animation,Comedy",6.8,57277
2,Rise of the Guardians,145000000,103412758,306900902,410313660,265313660,en,14.934,2012-11-21,7.3,3697,2012,97.0,"Action,Adventure,Animation",7.3,145281
4,Ghostbusters,144000000,128350574,229008658,357359232,213359232,en,16.079,2016-07-15,5.4,3780,2016,116.0,"Action,Comedy,Fantasy",5.2,186788
10,Captain America: The First Avenger,140000000,176654505,370569776,547224281,407224281,en,25.808,2011-07-22,6.9,12810,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137
11,Kung Fu Panda 3,140000000,143528619,517599142,661127761,521127761,en,16.248,2016-01-29,6.7,2944,2016,95.0,"Action,Adventure,Animation",7.1,116166
13,G.I. Joe: Retaliation,140000000,122523060,375740705,498263765,358263765,en,15.065,2013-03-29,5.5,3883,2013,110.0,"Action,Adventure,Sci-Fi",5.8,165536
16,Exodus: Gods and Kings,140000000,65014513,268314513,333329026,193329026,en,26.789,2014-12-12,5.7,2909,2014,150.0,"Action,Adventure,Drama",6.0,150858
17,The BFG,140000000,55483770,199646680,255130450,115130450,en,20.08,2016-07-01,6.2,1916,2016,117.0,"Adventure,Family,Fantasy",6.4,69340
18,Gods of Egypt,140000000,31153464,138836756,169990220,29990220,en,18.517,2016-02-26,5.4,2353,2016,127.0,"Action,Adventure,Fantasy",5.4,95111
26,The Croods,135000000,187168425,573068425,760236850,625236850,en,16.29,2013-03-22,6.8,3873,2013,98.0,"Action,Adventure,Animation",7.2,176699
27,The Revenant,135000000,183637894,532938302,716576196,581576196,en,19.41,2015-12-25,7.4,11064,2015,156.0,"Action,Adventure,Biography",8.0,621193
29,Rango,135000000,123477607,245724600,369202207,234202207,en,14.462,2011-03-03,6.6,3412,2011,107.0,"Adventure,Animation,Comedy",7.2,215761
31,Turbo,135000000,83028130,286896578,369924708,234924708,en,14.876,2013-07-19,6.1,1758,2013,96.0,"Adventure,Animation,Comedy",6.4,74639
32,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,327379975,192379975,en,15.096,2016-06-03,5.9,1860,2016,112.0,"Action,Adventure,Comedy",6.0,77234
33,Happy Feet Two,135000000,64006466,157956466,221962932,86962932,en,8.131,2011-11-17,5.9,754,2011,100.0,"Adventure,Animation,Comedy",5.9,38396
35,The Nutcracker and the Four Realms,132900000,54858851,170293899,225152750,92252750,en,26.235,2018-11-02,6.0,909,2018,99.0,"Adventure,Family,Fantasy",5.5,18734
36,War of the Worlds,132000000,234280354,606836535,841116889,709116889,en,0.6,2013-10-29,7.1,5,2013,50.0,Sci-Fi,5.8,11
37,Penguins of Madagascar,132000000,83350911,366942531,450293442,318293442,en,20.899,2014-11-26,6.4,2273,2014,92.0,"Adventure,Animation,Comedy",6.7,72551
38,The Hunger Games: Catching Fire,130000000,424668047,864868047,1289536094,1159536094,en,20.187,2013-11-22,7.4,11170,2013,146.0,"Action,Adventure,Sci-Fi",7.5,575455
41,Ant-Man and the Wasp,130000000,216648740,623144660,839793400,709793400,en,44.729,2018-07-06,7.0,6290,2018,118.0,"Action,Adventure,Comedy",7.1,244024
43,Ant-Man,130000000,180202163,518858449,699060612,569060612,en,32.715,2015-07-17,7.1,11949,2015,117.0,"Action,Adventure,Comedy",7.3,501213
44,Home,130000000,177397510,385997896,563395406,433395406,ru,1.823,2011-11-11,5.4,11,2011,76.0,Drama,6.0,96
45,Mary Poppins Returns,130000000,171958438,341528518,513486956,383486956,en,30.419,2018-12-19,6.6,1457,2018,130.0,"Comedy,Family,Fantasy",6.9,52103
46,Puss in Boots,130000000,149260504,554987477,704247981,574247981,en,9.078,2011-10-28,6.3,1422,2011,90.0,"Action,Adventure,Animation",6.6,133355
47,Megamind,130000000,148415853,321887208,470303061,340303061,en,22.855,2010-11-04,6.8,3635,2010,95.0,"Action,Animation,Comedy",7.3,207488
49,Rio 2,130000000,131538435,492846291,624384726,494384726,en,18.11,2014-04-11,6.3,1803,2014,101.0,"Adventure,Animation,Comedy",6.3,72209
50,Salt,130000000,118311368,290650494,408961862,278961862,en,13.025,2010-07-23,6.3,3240,2010,100.0,"Action,Mystery,Thriller",6.4,277204
51,Noah,130000000,101200044,352831065,454031109,324031109,en,0.6,2013-09-09,7.6,11,2012,,Animation,5.6,223
52,The Adventures of Tintin,130000000,77591831,373993951,451585782,321585782,en,11.981,2011-12-20,6.8,3251,2011,107.0,"Action,Adventure,Animation",7.3,202430
53,After Earth,130000000,60522097,251499665,312021762,182021762,en,14.415,2013-05-31,5.1,4154,2013,100.0,"Action,Adventure,Drama",4.8,181687
55,R.I.P.D.,130000000,33618855,79076678,112695533,-17304467,en,21.377,2013-07-19,5.6,2047,2013,96.0,"Action,Adventure,Comedy",5.6,109078
59,Logan,127000000,226277068,615461394,841738462,714738462,en,0.964,2010-09-10,6.1,4,2010,94.0,"Comedy,Drama,Family",6.2,252
60,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,467503242,340503242,en,20.064,2014-12-19,6.1,3536,2014,98.0,"Adventure,Comedy,Family",6.2,93103
62,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,1103711016,978711016,en,33.837,2014-11-21,6.8,10087,2014,123.0,"Action,Adventure,Sci-Fi",6.6,379050
67,Fast Five,125000000,210031325,630163454,840194779,715194779,en,2.097,2011-04-28,7.2,4294,2011,130.0,"Action,Crime,Thriller",7.3,329892
68,Teenage Mutant Ninja Turtles,125000000,191204754,485004754,676209508,551209508,en,25.619,2014-08-08,5.8,4259,2014,101.0,"Action,Adventure,Comedy",5.8,192220
69,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,722511861,597511861,en,18.301,2011-12-16,7.1,6380,2011,129.0,"Action,Adventure,Crime",7.5,394189
71,The Boss Baby,125000000,175003033,510878762,685881795,560881795,en,7.445,2017-03-31,6.4,4314,2017,97.0,"Adventure,Animation,Comedy",6.3,93730
72,Clash of the Titans,125000000,163214888,493214888,656429776,531429776,en,15.574,2010-04-02,5.7,3714,2010,106.0,"Action,Adventure,Fantasy",5.8,256176
73,Trolls,125000000,153707064,344150134,497857198,372857198,en,16.286,2016-11-04,6.6,1880,2016,92.0,"Adventure,Animation,Comedy",6.5,63295
75,Prometheus,125000000,126477084,402448265,528925349,403925349,en,24.98,2012-06-08,6.4,7384,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720
76,The Bourne Legacy,125000000,113203870,280355920,393559790,268559790,en,18.05,2012-08-10,6.1,3630,2012,135.0,"Action,Adventure,Thriller",6.7,268678
78,Skyscraper,125000000,68420120,304115534,372535654,247535654,en,26.229,2018-07-13,6.1,2177,2018,102.0,"Action,Adventure,Thriller",5.8,81193
79,Total Recall,125000000,58877969,211856088,270734057,145734057,en,17.243,2012-08-03,5.9,3486,2012,118.0,"Action,Adventure,Mystery",6.3,228460
81,Monster Trucks,125000000,33370166,61642798,95012964,-29987036,en,8.827,2017-01-13,5.9,414,2016,104.0,"Action,Adventure,Comedy",5.7,13525
86,Jason Bourne,120000000,162192920,416168316,578361236,458361236,en,14.568,2016-07-29,6.1,3611,2016,123.0,"Action,Thriller",6.6,190596
88,Life of Pi,120000000,124987022,620912003,745899025,625899025,en,15.0,2012-11-21,7.3,8723,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836
90,Rampage,120000000,101028233,428056280,529084513,409084513,en,24.238,2018-04-13,6.2,3176,2018,107.0,"Action,Adventure,Sci-Fi",6.1,115891
92,Elysium,120000000,93050117,286192091,379242208,259242208,en,17.663,2013-08-09,6.4,5406,2013,109.0,"Action,Drama,Sci-Fi",6.6,395572
93,Oblivion,120000000,89107235,287916633,377023868,257023868,en,18.534,2013-04-18,6.5,6850,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966
94,Power Rangers,120000000,85364450,142531552,227896002,107896002,en,15.865,2017-03-24,6.2,2667,2017,124.0,"Action,Adventure,Sci-Fi",6.0,92013
